text,label
"On Wed, 4 Sep 2002, Mr. FoRK wrote: --]It'd be an MP3 player with solid state storage... instant on. Getting new media on is a bit out of the reach of the kindala. With a CD solution you hand em a disc and in it goes. Tradeoffs abound. Heather got a CD player when she was 5. Even though it was a crappy handmedown it worked great other than the batterys poping out..bad bad ui there. Her next one was a store bought. Its an all Audio player, no mp3 decoders for her yet. I wanted to do the bottom line Volt but momala put the kabash on anything costing over 30 bucks. heck I had to scrounge ebay to get her a palm m100 for about 25 bucks. The only hitch is new music. Upshot is we spend time going over usenet listing togther:)- Its a happy family. Now for Benjamin, yea id love to have something like the amazingly cool Fisher Price My First (cd, casset, vasectomy, dirtybomb) products. Perhaps the My First Cd might work...time to let ebay do the walking.",ham
don't know. think a little bit of everyone as the storage guys own it all. slafontaine@globalp.com on 12/05/2000 09:37:01 AM To: jarnold@enron.com cc: Subject: mar/apr im so sick for getting out of that-john who 's getting squeezed on the mar? hope its not you. pretty sure it isnt so safe to ask you?,ham
"Earl, James McKay referred me to you for information regarding historical throughput numbers on HPL. Ed Gottlob and I are looking at ways to hedge the pipe and need this data as far back as can accurately be obtained. Thanks, Eric",ham
"fitting story ---------------------- Forwarded by Eric Bass/HOU/ECT on 06/27/2000 12:39 PM --------------------------- Brian Hoskins 06/27/2000 08:46 AM To: Barry Steinhart/Corp/Enron@Enron, Roberto Martinez/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Hector Campos/HOU/ECT@ECT, Eric Bass/HOU/ECT@ECT, Dick Jenkins/HOU/ECT@ECT, Luis Mena/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT cc: Subject: Fwd: Her Story vs. His Story > > > > > > << > HER STORY: > > > > > > > > > > > > > > He was in an odd mood when I got to the >bar to meet him, I thought it might have been because I was a bit late. >He didn't say anything much about it. He seemed silent, distracted and >his only eye contact seemed judgmental. I decided maybe I should never >wear that dress again. Well, maybe it was the color. Maybe I should >never wear this color again either. > > > > > > > The conversation was so slow going so I thought maybe we >should go off somewhere more intimate so we could talk more privately. >He didn't really seem to agree, but we went off to this quiet, little >restaurant and he's STILL acting a bit funny and I'm trying to cheer him >up, be witty and tell cute stories, but I start to wonder whether it's >me or something else. > > > > > > > He doesn't smile much, so I ask him, but he says no. But you >know I'm not really sure. I wonder and then I think about the 5 pounds >I gained this past month. I bet he thinks I'm a fat hog now. Anyway, in >the cab back to his house, I say that I love him and he just puts his >arm around me, but doesn't squeeze. I don't know what the hell this all >means or what I should think because you know he doesn't say it back or >do anything. >We finally get back to his place and I'm wondering if he's going to dump >me. So I try to ask him about it but he just switches on the TV. >Reluctantly, I say I'm going to go to sleep. Then, after about 10 >minutes or so, he joins me and we have sex. But, he still seems really, >really distracted, so afterwards I just wanted to leave. I roll over and >sniffle a little real quietly. He snores. I dunno, I just don't know, >what he thinks anymore. I mean, do you think he's met someone else? > > > > > > > > > HIS STORY: > >Shitty day at work. Tired. Got laid though.",ham
"Harry, Thank you for taking time last week to meet with me and for arranging the other meetings as well. I enjoyed our discussion and learning about the various opportunities within Enron. I have been impressed with every group at Enron. I hope that we can keep in touch over the next few months. Thank you again. Sincerely, Vic Vic Gatto Owen Graduate School of Management Vanderbilt Universtiy (615) 292-7414 vic.gatto@owen2002.vanderbilt.edu",ham
"URL: http://scriptingnews.userland.com/backissues/2002/09/25#When:5:39:47AM Date: Wed, 25 Sep 2002 12:39:47 GMT [IMG: http://radio.weblogs.com/0001015/images/2002/09/25/uncSamMedium.gif (A picture named uncSamMedium.gif)][1]Last year on this day[2]: ""It's been not-correct for most of my life for Americans to say we love our country. That's a big bug. We're the world's greatest country and we know it. I love the USA. It gave me life, an education, role models and a philosophy. And if you think we're stupid or decadent, just try fucking with us."" [1] http://www.scripting.com/images/2001/09/22/uncleSam.jpg [2] http://scriptingnews.userland.com/backissues/2001/09/25#bushAndTheDoves",ham
"I am changing the way the curve is generated starting in Jan 2004 to better replicate seasonal fundamentals. There are convincing arguments as to why the summer/winter spreads should tighten over time. However, in the previous methodology they blew out. For instance summer/winter in Cal 3 was .232 while Cal 10 was .256. I have added a seasonality dampening function that both contracts the summer/winter spread and applies a premium to the electric load demand months of July and August over time. The formula for the curve remains the same except for a premium lookup for the month as well as for the year. These premiums are as follows: Jan -.008 Feb -.004 Mar -.001 Apr .002 May .003 Jun .004 Jul .004 Aug .004 Sep .003 Oct .002 Nov -.003 Dec -.006 These premiums start in Jan 2004 On Wednesday Jan 2003 settled 2.959, the 3/4 spread was marked at .0375, the 4/5 spread was marked at .0475. In the old methodology Jan 2003 = 2.959 Jan 2004 = 2.959 + .0375 = 2.9965 Jan 2005 = 2.9965 + .0475 = 3.044 In the new methodology Jan 2003 = 2.959 Jan 2004 = 2.959 + .0375 - .008 =2.9885 Jan 2005 = 2.9885 + .0475 -.008 = 3.028 The only change in the formula is from: Month x = Month (x- 1 year) + lookup on year on year table to Month x = Month (x- 1 year) + lookup on year on year table + lookup on month premium table The seasonality premiums will change over time and I will let you know when I change them",ham
"wrong wrong wrong you're talk no action me...ACTION -----Original Message----- From: Slone, Jeanie Sent: Friday, August 24, 2001 12:03 PM To: Arnold, John Subject: RE: i can't believe you have to ask. i'm so hurt. never mind. next time, i'll just tell lavo to rank you and all your people 5. and you never made boxes either. all talk, no action. -----Original Message----- From: Arnold, John Sent: Friday, August 24, 2001 11:57 AM To: Slone, Jeanie Subject: RE: for what? -----Original Message----- From: Slone, Jeanie Sent: Friday, August 24, 2001 11:56 AM To: Arnold, John Subject: RE: you're done. hey stupid-you owe me some wine or a dinner or something fun -----Original Message----- From: Arnold, John Sent: Friday, August 24, 2001 11:54 AM To: Slone, Jeanie Subject: how bout we split the moolah",ham
"careful...i'm having another bad day From: Margaret Allen@ENRON on 10/25/2000 02:42 PM To: John Arnold/HOU/ECT@ECT cc: Subject: Re: Well, well, well... just for that sassy response, I might have to come flirt with you today! John Arnold@ECT 10/25/2000 02:34 PM To: Margaret Allen/Corp/Enron@ENRON cc: Subject: Re: Don't even think you're getting out of this with the ""for a while"" crap. Just for that you can add a star to the place we're going. From: Margaret Allen@ENRON on 10/25/2000 01:34 PM To: John Arnold/HOU/ECT@ECT cc: Subject: Re: Hum, while it would be very interesting to see how you act on a date I think I'll have to pass. My time could be spent in better ways (believe it or not!). The El Orbits did play at Satellite Lounge alot so I'm sure that's where you've heard them or of them. Since I wouldn't want to play second fiddle, we'll have to postpone it for a while. Have a good one, Margaret John Arnold@ECT 10/25/2000 12:24 PM To: Margaret Allen/Corp/Enron@ENRON cc: Subject: Re: The el orbits, eh? i've heard of them but don't remember who they are. there is a chance i've seen them at satellite i guess. my, you are nosey. i have a little date tonight. wanna come along? From: Margaret Allen@ENRON on 10/25/2000 09:06 AM To: John Arnold/HOU/ECT@ECT cc: Subject: Re: Hum, as much as I would love to be insulted by you for several hours straight tomorrow night, I have plans...actually, it's an Enron thing. A bunch of people are going to the Continental Club to hear the El Orbits, which happens to be my favorite band. You should come. What are your plans tonight, since I'm being nosey?! Trade them up Johnny, Margarita John Arnold@ECT 10/25/2000 07:34 AM To: Margaret Allen/Corp/Enron@ENRON cc: Subject: Re: Deathly afraid doesn't even come close to describing it. Busy tonight. How bout tomorrow? From: Margaret Allen@ENRON on 10/24/2000 06:25 PM To: John Arnold/HOU/ECT@ECT cc: Subject: Re: Okay, since you are deathly afraid of being nice to me, now about we go to grab a beer or dinner tomorrow night? Does that work for you?",ham
"As far as lunch, it's a done deal. I need names of people who should be allowed. It is not for the whole floor, but rather for people who need to stay at their desk during the day. Please advise, John Enron North America Corp. From: Kori Loibl 09/28/2000 02:24 PM To: John Arnold/HOU/ECT@ECT cc: Subject: Just wanted to say ""thank-you"" for dinner last night. It's unfortunate Errol and Dutch didn't make it, they are the ones who do all the work for you. Are you going to hook me up on the lunch police? Thanks again, Kori.",ham
"Larrry, I realize you are disappointed about the project. It is not my desire for you to be left with out of pocket expenses. The only item from your list that I need further clarification is the $15,000 worth of extensions. You mentioned that this was applied to the cost of the land and it actually represents your cash investment in the land. I agree that you should be refunded any cash investment. My only request is that you help me locate this amount on the closing statement or on some other document. Phillip",ham
Spread the word. ?http://www.opinionjournal.com/columnists/pnoonan/?id=65000671 - OpinionJournal - Morning Noonan Night.url,ham
"Justin Mason writes: >So IMO it's the corruption that's the problem; and corruption != >regulation, and corruption != socialism. Also, over-population is really >a symptom of that. Without addressing the overpopulation argument, the more bureaucracy, the more opportunity for corruption. If a corporation is corrupt, there are generally, absent more government intervention, alternatives. With bureacracy that is more difficult; one generally most uproot oneself and move. http://xent.com/mailman/listinfo/fork",ham
"Not so impressed with David goldman. For a guy who has worked in derivatives for 10 years, couldnt answer some simple questions. Very poor financial derivatives knowledge even though he worked at CRT for a long time and a Lyonnais for a while. The only value I see in him is that he worked at BP for a while and might have some knowledge as to how they work.",ham
"---------------------- Forwarded by Eric Bass/HOU/ECT on 09/13/2000 05:35 PM --------------------------- Brian Hoskins 09/07/2000 01:04 PM To: Eric Bass/HOU/ECT@ECT, bthoskins@hotmail.com, Luis.Mena@enron.com, Amir_Ahanchian@enron.net, Matthew Lenhart/HOU/ECT@ECT, Timothy Blanchard/HOU/EES@EES, Bryan Hull/HOU/ECT@ECT, Jeffrey C Gossett/HOU/ECT@ECT, O'Neal D Winfree/HOU/ECT@ECT, David Baumbach/HOU/ECT@ECT, Kenneth Shulklapper/HOU/ECT@ECT, Nick Hiemstra/HOU/ECT@ECT, Lenine Jeganathan/HOU/ECT@ECT cc: Subject: Flag Football Schedule Heat, I have good news and bad news. The bad news is that Danny Campbell, our esteemed Enron Flag Football President, left the company and forgot to tell us that our first game was...last night. So we forfeited our first game. The good news is that it was against the Raiders, and we probably wouldn't have won anyway. Here is the schedule. Enron's Team 3 is probably not going to play, so this means that we'll have some open dates unless they decide to reschedule. Take note that we're playing in the City League again this fall, but the location has changed. We're going to play at Jaycee Park. Directions are below. Sorry about the confusion this week, but I'll see you on the field next Wednesday night. Brian All games are on Wednesday nights at Jaycee Park ballfield 9/6 8:30pm vs. Raiders 9/13 7:30pm vs. Jay Ballers 9/20 8:30pm vs. Organized Confusion 9/27 7:30pm vs. Dawgs (Enron) 10/4 6:30pm vs. Team 3 (Enron) 10/11 6:30pm vs. Raiders 10/18 6:30pm vs. Jay Ballers 10/25 7:30pm vs. Organized Confusion 11/1 8:30pm vs. Dawgs (Enron) 11/8 8:30pm vs. Team 3 (Enron) Directions to Jaycee Park ballfield (NW) 1300 Seamist @ Grovewood Go out the West Loop N (610) to W. 18th Street. Exit W. 18th Steet, go right Take right on Seamis, follow to the park",ham
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 11/28/2000 05:48 PM --------------------------- ""Lucy Gonzalez"" <stagecoachmama@hotmail.com> on 11/28/2000 01:02:22 PM To: pallen@enron.com cc: Subject: rent roll ______________________________________________________________________________ _______ Get more from the Web. FREE MSN Explorer download : http://explorer.msn.com - rentroll_1124.xls",ham
"He joined the group 2 weeks ago. Put him in my cost center. From: Edie Leschber 01/02/2001 05:48 PM To: John Arnold/HOU/ECT@ECT cc: Subject: Financial Group - Gas Team John, Is there a man by the name of Henry (Dutch) Quigley who will be working in your group? His name was not on the list I sent to you previously, but he showed up on another list from HR as being assigned to your group. Please let me know and I will make any necessary adjustments to your cost center for him. Thank you, Edie Leschber X30669",ham
"Hi: Can you get me subscriptions to the following magazines: The Economist Energy Risk Management Havard Business Review Thanks, John",ham
I was wondering if ya'll wanted to have a happy hour on Friday for Tim and Louise in honor of their recent engagement. Do you have any ideas on places to go? Let me know,ham
"3 of us are going up Friday and we are staying with a friend of one of the guys in the group. ""K. Bass"" <daphneco64@bigplanet.com> on 10/03/2000 02:42:59 PM Please respond to ""K. Bass"" <daphneco64@bigplanet.com> To: Eric.Bass@enron.com cc: Subject: Re: Re: Hi E, I'm glad to see you are having a good time with your friends. How many are going? Where are you staying? Talk to you later. LU-M ----- Original Message ----- From: <Eric.Bass@enron.com> To: ""K. Bass"" <daphneco64@bigplanet.com> Sent: Tuesday, October 03, 2000 1:43 PM Subject: Re: Re: > > Jason seemed excited about the concert. I think this is one of his > favorite bands. I enjoy their music as well but not to the same degree as > my eldest sibling. > I am actually going to Dallas on Friday for the TX-OU game. I am taking a > couple of friends from work, so it should be a good time ( it always is). > > -E > > > > > ""K. Bass"" <daphneco64@bigplanet.com> on 10/03/2000 12:41:43 PM > > Please respond to ""K. Bass"" <daphneco64@bigplanet.com> > > To: Eric.Bass@enron.com > cc: > Subject: Re: Re: > > > Hi E, > > Well, I'm thinking about voting for Gore - NOT! I will, however, not > mention another word re: election. > > Everything else is fine here. I talked with Jason today to wish him a > happy > 26th. He was online with Ticketmaster and got last minute tickets in the > front row of the ""pit"". He's very excited. Do you like the group he's > going to see? I'm not familiar with them. > > How is work? Are you going to Austin this weekend? Tell Shanna to have a > nice time at the wedding. > > LU-M > ----- Original Message ----- > From: <Eric.Bass@enron.com> > To: ""K. Bass"" <daphneco64@bigplanet.com> > Sent: Tuesday, October 03, 2000 12:18 PM > Subject: Re: > > > > Hi Mom - > I got your e-mail yesterday. Shanna wasn't offended by your poignant > political comments, she just knows, in no uncerain terms, that your are > Republican and are going to vote for Bush. > > Disregard the bills that your recieve from Blockbuster. I will pay the > late fee the next time I rent a movie. > > How are things otherwise? > > -E > > > > > ""K. Bass"" <daphneco64@bigplanet.com> on 10/03/2000 10:15:01 AM > > Please respond to ""K. Bass"" <daphneco64@bigplanet.com> > > To: Eric Bass <Eric.Bass@enron.com> > cc: > Subject: > > > > Good Morning, Eric- > > I assume you received my message yesterday but were too busy to respond. > That's o.k. As a postscript though, I bought your Dad a new Marine > sweatshirt so you can keep the other one. And, I got another bill from > Blockbuster for late fees. Perhaps it would be best if you get your own > account. Have a wonderful day. LU-M > > > > > > > > > > > > >",ham
"HELLO AGAIN E-RIDERS! Yes, the snow has started to come down! In very big ways! In fact, Telluride has received over 3 feet of fresh powder since October 1 and the temperatures have been frigid(which makes for excellent snowmaking conditions. Winter has come, and you know what that means ( YES! Time to strap on some boards and make some turns! SNOW REPORT As the snow has begun to come with increasing regularity, you can imagine the local attitude begins to buoy. At lunch the other day, when we looked out the window and saw the big flakes coming down, we made a loud whoop with our waiter, causing all heads in the restaurant to turn our way. But when the other diners saw the white stuff, EVERYONE started buzzing with the anticipation. Folks are getting ready for the season. For a sneak preview, check out the photo of the day at www.telluride-ski.com/dayphoto.html. BARGAINS & DEALS The best-case scenario for skiing Telluride is to live here. But the NEXT best-case scenario is that you get a screaming deal to vacation here. And that,s what Telluride and Mountain Village Visitor Services has for you. Check out these packages for round-trip air, lodging and skiing from some of America,s biggest hubs: Dallas Special: $831 per person - 5 nights lodging, 4 days skiing and roundtrip air to Montrose Houston Special: $814 per person - 5 nights lodging, 4 days skiing and roundtrip air to Montrose Chicago Special: $825 per person - 5 nights lodging, 4 days skiing and roundtrip air to Montrose Miami Special: $929 per person - 5 nights lodging, 4 days skiing and roundtrip air to Montrose To get any of these specials, call 1-888-288-7360. If you choose to put together a package on your own, check out the lodging deals at www.telluride-ski.com and click on HOT DEALS. WHAT,S NEW You can never have too much snow. With that in mind, the Telluride Ski Resort installed a new snowmaking system this summer that guarantees that every lift pod will have coverage on at least one run all season long! Yep. Lifts 1, 4, 5, 6, 7 and 9 will have better conditions for riding and skiing from beginning to end. As the hipper folks say, the turns will be &tasty.8 The tastiest new addition to the mountain, however, is Allred,s, a new 140-seat restaurant that is guaranteed to delight even the most discriminating diners. Located mid-mountain at the gondola Station St. Sophia, Allred,s will serve as a private club by day in the winter, an upscale lunch spot in the summer and a fine dining experience in the evenings year-round. More on this epicurean dream in later e-rides. For dinner reservations, call 970-728-7474. One other great new thing: It,s easier to get to Telluride than ever before. You can now fly to Montrose EVERY DAY from Dallas/Ft. Worth on American Airlines*but the flight will only have 129 seats, so be sure your body is in one of them! WHAT,S HAPPENING Of course the most important thing on the Telluride calendar is November 22, the Official Opening Day. But there are other things worth mentioning. Like the Sneak Preview of the mountain on November 21. For one day only you can ski Telluride for $20, and all proceeds go to the Telluride Ski and Snowboard Club. After the Donation Day, you can still get good deals. From November 21 through December 16, Telluride hosts its annual Ski Free & More program. What, s it entail? Exactly what it says. Skiers and riders staying at participating lodges in the towns of Telluride and Mountain Village can choose a free lift ticket, a free ski clinic, a free lunch or a free half-day of childcare for each night they stay. For more information call 888-288-7360. And if you,re looking forward to having a ball, why not do it right at the annual Black & White Affair? On November 25, the Telluride Ski and Snowboard Club hosts this gala event at the luxurious Telluride Conference Center. Dress up and dance off your turkey. No one puts on a ball like Telluride! SLICE OF LIFE Imagine being over 50 years old and never having seen any snow! Such was the case for my friend Sarah, who recently moved to Telluride from the Caribbean. She and her daughters arrived late this summer, and when the snows began to fall a few weeks ago, they were in rapture! Sarah ran outside and began to dance around (to her 17-year-old daughter,s absolute embarrassment!) However, the daughters both caught the enthusiasm and built their first snowman ever. The snowman , of course, had a perfect carrot nose.. An organic carrot, no less. Hey, this is Telluride. Only the best for our snowmen. AND SO, E-RIDERS, That,s all for this letter. Hope you,re planning your trip to Telluride, where the snow is always whiter and the lines are always short. See you on the slopes! Rosemerry WHO,S WRITING THIS ANYWAY? Against her will, Rosemerry Wahtola Trommer learned to ski in Telluride six years ago. But after a few turns, she fell ( in love with the sport. She lives with her husband and cat at the base of Lift 7*an ideal spot for getting first chair of the morning.",ham
"Jennifer, Due to the Vivendi merger, the Universal deal has taken on a whole new scope. On a lead from Jeff Y., I contacted Kim Monk, Dr. Corp. Alliances, who reports to Nebergall. Kim was interested in discussing this further and working on best leveraging BU strategies. We are to catch up when she returns to Houston, but this is what we discussed in our quick phone call today: Vivendi Enron delivered an MOU to Vivendi (Kim may forward) Currently 5-6 initiatives including: Vivendi overall - bandwidth, co-location, dark fiber, PAN European network, cable Havas (Viviendi subsidiary) - discussions with Havas CEO for distance learning, bandwidth, ASP and streaming initiatives Initiatives in other subsidiaries including: Canal Plus, Digitel Blockbuster Due to restructuring of Vivendi/Universal, EBS to work on Blockbuster's year-end (Phase I) initiatives first and then (Phase II & III) 3Q next year Cox speaking with Universal in LA as content and distribution partner (although this is Blockbuster's obligation, Enron is also working as a third party to secure) Enron-Vivendi Relationship Vivendi sees Enron as both a competitor and partner depending upon the segment",ham
